ZONE,Full_Street,WARD - LOW,WARD - HIGH
960,3615-3657 N ARTESIAN AVE,47.0,47.0
135,8200-8206 S JEFFERY BLVD,8.0,8.0
24,5801-5859 N ODELL AVE,41.0,41.0
238,5001-5099 N AVERS AVE,39.0,39.0
157,2520-2564 S HILLOCK AVE,11.0,11.0
143,2700-2750 N DAYTON ST,43.0,43.0
59,5214-5244 N OAK PARK AVE,41.0,41.0
644,9401-9499 S RHODES AVE,9.0,9.0
143,1901-1971 N FREMONT ST,43.0,43.0
2020,4201-4229 W 25TH PL,22.0,22.0
862,851-869 N MILWAUKEE AVE,27.0,27.0
853,10932-10950 S WOOD ST,19.0,19.0
92,4615-4617 N CAMPBELL AVE,47.0,47.0
2019,301-347 W 24TH ST,25.0,25.0
252,4647-4659 S SACRAMENTO AVE,15.0,15.0
1924,1807-1841 S MAY ST,25.0,25.0
1673,933-1147 S PARK TER,4.0,4.0
2392,1901-1919 S MAY ST,25.0,25.0
2034,2701-2759 N NORMANDY AVE,29.0,29.0
652,5021-5149 N BERNARD ST,39.0,39.0
1498,5201-5299 W NELSON ST,31.0,31.0
827,900-998 W GORDON TER,46.0,46.0
383,801-899 W BELMONT AVE,44.0,44.0
1268,4801-4899 N WINTHROP AVE,46.0,46.0
383,1231-1299 W BYRON ST,,44.0
163,5601-5699 N WASHTENAW AVE,40.0,40.0
233,6028-6074 N HERMITAGE AVE,40.0,40.0
92,4800-4856 N OAKLEY AVE,47.0,47.0
1924,1913-1933 S CARPENTER ST,25.0,25.0
2037,8600-8644 S VERNON AVE,6.0,6.0
2038,5401-5443 S LATROBE AVE,23.0,23.0
1798,1602-1610 S THROOP ST,25.0,25.0
100,2645-2651 N SAWYER AVE,35.0,35.0
2039,5101-5199 W CONCORD PL,37.0,37.0
1028,810-822 W HUBBARD ST,27.0,27.0
18,6000-6058 S KNOX AVE,13.0,13.0
2038,5400-5442 S LATROBE AVE,23.0,23.0
204,1048-1086 N PAULINA ST,1.0,1.0
2035,2815-2859 N NORMANDY AVE,36.0,36.0
487,12001-12049 S EGGLESTON AVE,34.0,34.0
243,7500-7552 N BELL AVE,49.0,49.0
1794,816-878 N FRANCISCO AVE,26.0,26.0
383,3600-3656 N HALSTED ST,44.0,44.0
63,6426-6454 N OGALLAH AVE,41.0,41.0
1096,4400-4458 S SAWYER AVE,14.0,14.0
11,5601-5659 S NORDICA AVE,23.0,23.0
144,4848-4898 N KILBOURN AVE,39.0,39.0
1610,3727-3757 W 84TH ST,18.0,18.0
11,5558-5558 S NORDICA AVE,23.0,23.0
95,3200-3298 W BARRY AVE,35.0,35.0
778,701-799 N ROCKWELL ST,26.0,26.0
168,815-883 N MARSHFIELD AVE,1.0,1.0
1980,2801-2899 N NORMANDY AVE,36.0,36.0
1980,2800-2898 N NORMANDY AVE,36.0,36.0
501,8800-8898 S YATES BLVD,8.0,8.0
142,1703-1765 N WELLS ST,43.0,43.0
764,4011-4011 S CAMPBELL AVE,12.0,12.0
726,125-153 W SWANN ST,3.0,3.0
919,5901-5953 N ARTESIAN AVE,40.0,40.0
1435,6033-6099 S DREXEL AVE,20.0,20.0
1997,7114-7256 S SPRINGFIELD AVE,13.0,13.0
759,2400-2498 W CORTEZ ST,1.0,1.0
62,4700-4798 N HERMITAGE AVE,47.0,47.0
154,1800-1844 N WOOD ST,32.0,32.0
791,9300-9398 S CRANDON AVE,7.0,7.0
2171,3531-3551 W 81ST PL,18.0,18.0
1997,7115-7217 S SPRINGFIELD AVE,13.0,13.0
56,6201-6299 N WAYNE AVE,48.0,48.0
1372,3300-3336 N DRAKE AVE,35.0,35.0
70,4305-4323 W 55TH ST,13.0,13.0
817,2600-2698 W WALTON ST,26.0,26.0
383,1000-1098 W DIVERSEY PKWY,44.0,44.0
64,7915-7953 S PERRY AVE,17.0,17.0
268,600-658 E 95TH ST,9.0,9.0
41,6054-6058 N NAVARRE AVE,41.0,41.0
339,4015-4057 N MANGO AVE,38.0,38.0
255,2800-2858 N NEENAH AVE,36.0,36.0
56,6200-6298 N WAYNE AVE,48.0,48.0
2018,3000-3098 W 36TH PL,12.0,12.0
383,600-698 W ADDISON ST,46.0,46.0
56,1201-1215 W ALBION AVE,49.0,49.0
56,6301-6399 N MAGNOLIA AVE,48.0,48.0
92,4813-4857 W OAKDALE AVE,31.0,31.0
355,3401-3499 S RACINE AVE,11.0,11.0
56,6201-6299 N LAKEWOOD AVE,48.0,48.0
56,6300-6398 N MAGNOLIA AVE,48.0,48.0
1177,6300-6398 W FLETCHER ST,36.0,36.0
238,4000-4058 W BELLE PLAINE AVE,39.0,39.0
171,3100-3198 W EASTWOOD AVE,33.0,33.0
56,6201-6299 N MAGNOLIA AVE,48.0,48.0
341,4417-4457 N MOBILE AVE,38.0,38.0
383,1000-1098 W OAKDALE AVE,44.0,44.0
1,5901-5959 N DRAKE AVE,39.0,39.0
383,1301-1359 W FLETCHER ST,32.0,32.0
102,2001-2011 W CHURCHILL ST,32.0,32.0
56,6200-6298 N MAGNOLIA AVE,48.0,48.0
56,6200-6298 N LAKEWOOD AVE,48.0,48.0
142,500-598 W NORTH AVE,43.0,43.0
253,8801-8849 S LOOMIS ST,21.0,21.0
382,4015-4045 W 56TH ST,13.0,13.0
171,3101-3199 W EASTWOOD AVE,33.0,33.0
114,3632-3658 N SAWYER AVE,33.0,33.0
114,3615-3659 N SAWYER AVE,33.0,33.0
383,3201-3299 N GREENVIEW AVE,44.0,44.0
83,5700-5756 N OKETO AVE,41.0,41.0
12,9515-9559 S SEELEY AVE,19.0,19.0
1194,6101-6161 S GREENWOOD AVE,20.0,20.0
76,5668-5668 N MILWAUKEE AVE,45.0,45.0
1618,4301-4399 N BELL AVE,47.0,47.0
19,5848-5854 W FILLMORE ST,29.0,29.0
1871,3618-3628 W ROSCOE ST,30.0,30.0
5,1014-1078 W TAYLOR ST,25.0,25.0
125,10202-10232 S WOOD ST,19.0,19.0
2391,712-730 W 19TH PL,11.0,11.0
67,8500-8558 W GREGORY ST,41.0,41.0
2392,1900-1918 S MAY ST,25.0,25.0
210,2-98 S GREEN ST,27.0,27.0
383,401-599 W MELROSE ST,44.0,44.0
448,6302-6342 N FAIRFIELD AVE,50.0,50.0
62,2016-2034 W LELAND AVE,47.0,47.0
23,5000-5040 S SPAULDING AVE,14.0,14.0
383,1101-1199 W GEORGE ST,44.0,44.0
383,1319-1359 W BELMONT AVE,32.0,32.0
66,8716-8756 S CLYDE AVE,8.0,8.0
2393,3901-3941 N PLAINFIELD AVE,38.0,38.0
102,2000-2098 W CHARLESTON ST,32.0,32.0
846,710-748 N WILLARD CT,27.0,27.0
1813,3021-3069 N CENTRAL PARK AVE,35.0,35.0
1345,2705-2739 W EVERGREEN AVE,26.0,26.0
146,4855-4855 N PULASKI RD,39.0,39.0
1942,3901-3999 W GRENSHAW ST,24.0,24.0
1942,3900-3998 W GRENSHAW ST,24.0,24.0
143,1801-1879 N LARRABEE ST,43.0,43.0
2025,3101-3199 W 53RD ST,14.0,14.0
18,6001-6011 S CICERO AVE,13.0,13.0
383,1001-1199 W NEWPORT AVE,44.0,44.0
1713,800-854 N TRUMBULL AVE,27.0,27.0
2025,3100-3198 W 53RD ST,14.0,14.0
22,7100-7116 W HIGGINS AVE,41.0,41.0
2033,3100-3142 W 53RD PL,14.0,14.0
5,803-841 S MAY ST,25.0,25.0
2033,3101-3143 W 53RD PL,14.0,14.0
120,4800-4852 W PENSACOLA AVE,45.0,45.0
1453,2700-2798 W PERSHING RD,12.0,12.0
120,4801-4855 W PENSACOLA AVE,45.0,45.0
143,1901-1999 N SHEFFIELD AVE,43.0,43.0
56,6801-6935 N LAKEWOOD AVE,49.0,49.0
1281,1732-1768 W 95TH PL,19.0,19.0
116,4501-4553 N KASSON AVE,39.0,39.0
1630,4701-4799 S WOOD ST,15.0,15.0
1630,4700-4798 S WOOD ST,15.0,15.0
129,76-78 E 87TH ST,6.0,6.0
135,7800-7846 S EAST END AVE,8.0,8.0
204,800-898 N MAY ST,27.0,27.0
100,2800-2858 N KILPATRICK AVE,31.0,31.0
1,5401-5457 N BERNARD ST,39.0,39.0
102,1900-1998 N OAKLEY AVE,32.0,32.0
1750,3800-3854 W 63RD PL,23.0,23.0
383,2801-2899 N BURLING ST,44.0,44.0
35,6200-6232 W 51ST ST,0.0,0.0
1458,1000-1098 N TRUMBULL AVE,27.0,27.0
95,2914-2964 N ALLEN AVE,35.0,35.0
30,7145-7159 W 54TH ST,23.0,23.0
2205,1801-1821 W 33RD ST,12.0,12.0
1932,3801-3825 W ROSCOE ST,30.0,30.0
932,9301-9399 S SOUTH CHICAGO AVE,10.0,10.0
1947,2148-2158 W ADAMS ST,27.0,27.0
1,5501-5543 N BERNARD ST,39.0,39.0
1391,101-199 N LONG AVE,28.0,28.0
1618,4237-4355 N ASHLAND AVE,47.0,47.0
1446,1923-1937 W IRVING PARK RD,47.0,47.0
1658,4000-4098 S INDIANA AVE,3.0,3.0
1444,3201-3299 W HARRISON ST,24.0,24.0
62,4616-4638 N LEAVITT ST,47.0,47.0
154,1217-1223 N HOYNE AVE,1.0,1.0
383,3700-3798 N RACINE AVE,44.0,44.0
154,1801-1827 W BLOOMINGDALE AVE,32.0,32.0
151,2314-2346 W 21ST PL,25.0,25.0
383,1203-1257 W NELSON ST,32.0,32.0
1719,2700-2772 W 16TH ST,28.0,28.0
2311,1201-1299 N MARION CT,1.0,1.0
171,3301-3359 W EASTWOOD AVE,33.0,33.0
3,5035-5061 N AUSTIN AVE,45.0,45.0
92,4801-4813 N CLAREMONT AVE,47.0,47.0
101,5500-5598 N LOTUS AVE,45.0,45.0
1037,4701-4799 S RIDGEWAY AVE,14.0,14.0
2187,1-99 N LATROBE AVE,28.0,28.0
1917,1900-1942 N SPAULDING AVE,1.0,1.0
111,4201-4259 W CORTEZ ST,37.0,37.0
168,1901-1959 W SUPERIOR ST,1.0,1.0
844,8500-8598 W WINONA ST,41.0,41.0
102,2414-2430 W CHARLESTON ST,1.0,1.0
21,5129-5159 S KENNETH AVE,23.0,23.0
629,2700-2798 W CRYSTAL ST,26.0,26.0
705,5900-5998 W WRIGHTWOOD AVE,30.0,30.0
94,3400-3498 N KOSTNER AVE,30.0,30.0
92,4814-4856 N LEAVITT ST,47.0,47.0
67,8711-8723 W CATHERINE AVE,41.0,41.0
2030,1762-1776 W CULLOM AVE,47.0,47.0
2027,817-857 W 33RD ST,11.0,11.0
828,5601-5699 W 61ST ST,13.0,13.0
1917,1901-1941 N SPAULDING AVE,1.0,1.0
383,1100-1198 W WAVELAND AVE,44.0,44.0
345,4501-4533 W 57TH ST,13.0,13.0
448,6205-6253 N FAIRFIELD AVE,50.0,50.0
56,1000-1058 W LOYOLA AVE,49.0,49.0
1189,341-399 W ERIE ST,42.0,42.0
2022,1400-1498 N LECLAIRE AVE,37.0,37.0
2028,1901-1949 S HAMLIN AVE,24.0,24.0
383,3801-3899 N JANSSEN AVE,44.0,44.0
383,512-644 W CORNELIA AVE,46.0,46.0
168,847-885 N HERMITAGE AVE,1.0,1.0
1441,6200-6230 S WOODLAWN AVE,20.0,20.0
2011,5500-5598 N OSCEOLA AVE,41.0,41.0
2104,4400-4498 W THOMAS ST,37.0,37.0
2029,3401-3459 S BELL AVE,12.0,12.0
2031,4900-4998 S KEDVALE AVE,14.0,14.0
2106,2-98 S LAFLIN ST,28.0,28.0
120,4216-4228 N LAMON AVE,45.0,45.0
51,4801-4899 W WALTON ST,37.0,37.0
12,9506-9506 S WINCHESTER AVE,19.0,19.0
146,4901-4959 N HAMLIN AVE,39.0,39.0
5,1106-1164 W POLK ST,25.0,25.0
1947,200-298 S HAMILTON AVE,27.0,27.0
2027,816-858 W 33RD ST,11.0,11.0
142,1617-1661 N MEYER AVE,43.0,43.0
341,6300-6398 W CUYLER AVE,38.0,38.0
614,10201-10299 S HARDING AVE,19.0,
266,3500-3598 W 83RD ST,18.0,18.0
19,701-799 N LONG AVE,37.0,37.0
56,1263-1263 W LOYOLA AVE,49.0,49.0
143,801-853 W WISCONSIN ST,43.0,43.0
2023,3501-3549 W 57TH ST,23.0,23.0
280,2300-2342 W ROSEMONT AVE,50.0,50.0
759,2401-2499 W HADDON AVE,1.0,1.0
2031,4901-4999 S KEDVALE AVE,14.0,14.0
1846,4801-4897 S HOYNE AVE,15.0,15.0
2024,5401-5445 S CHRISTIANA AVE,14.0,14.0
1336,2501-2599 S TROY ST,12.0,12.0
2029,3400-3458 S BELL AVE,12.0,12.0
1615,1533-1571 E 89TH ST,8.0,8.0
25,9515-9559 S PERRY AVE,21.0,21.0
994,5000-5098 N MOZART ST,40.0,40.0
120,4210-4254 N MILWAUKEE AVE,45.0,45.0
1833,7315-7359 W HIGGINS AVE,41.0,41.0
1189,501-599 W ERIE ST,42.0,42.0
2131,1201-1231 W RACE AVE,27.0,27.0
143,801-899 W DIVERSEY PKWY,43.0,43.0
143,2647-2683 N ORCHARD ST,43.0,43.0
143,2200-2274 N LINCOLN AVE,43.0,43.0
2022,1401-1499 N LECLAIRE AVE,37.0,37.0
244,101-113 E OAK ST,42.0,42.0
143,501-561 W DEMING PL,43.0,43.0
101,5014-5056 N LOCKWOOD AVE,45.0,45.0
2028,1900-1948 S HAMLIN AVE,24.0,24.0
2021,2911-2959 W 36TH ST,12.0,12.0
708,3000-3054 S HARDING AVE,22.0,22.0
383,801-899 W SHERIDAN RD,46.0,46.0
383,801-861 W WELLINGTON AVE,44.0,44.0
161,1806-1836 W 104TH ST,19.0,19.0
252,4922-4948 S WESTERN AVE,14.0,14.0
143,410-456 W GRANT PL,43.0,43.0
101,5207-5255 W STRONG ST,45.0,45.0
2104,4401-4499 W THOMAS ST,37.0,37.0
383,244-698 W DIVERSEY PKWY,44.0,44.0
2258,2401-2499 N RIDGEWAY AVE,31.0,31.0
1260,1701-1799 N MEADE AVE,29.0,29.0
94,3446-3466 N PULASKI RD,30.0,30.0
528,9400-9442 S LA SALLE ST,21.0,21.0
101,5057-5099 N LONG AVE,45.0,45.0
143,500-562 W DEMING PL,43.0,43.0
185,3920-3940 S KEDZIE AVE,14.0,14.0
82,1700-1758 N TROY ST,26.0,26.0
2011,5501-5599 N OSCEOLA AVE,41.0,41.0
2352,1118-1118 W FULTON MARKET ,27.0,27.0
109,1801-1859 S ALLPORT ST,25.0,25.0
56,1331-1331 W LOYOLA AVE,49.0,49.0
168,1099-1199 N WESTERN AVE,1.0,1.0
21,5130-5158 S KENNETH AVE,23.0,23.0
2023,3500-3548 W 57TH ST,14.0,14.0
143,802-858 W ARMITAGE AVE,43.0,43.0
353,7901-7947 S GREENWOOD AVE,8.0,8.0
827,901-959 W CULLOM AVE,46.0,46.0
1130,4400-4498 N RACINE AVE,46.0,46.0
1846,4800-4898 S HOYNE AVE,15.0,15.0
143,901-959 W WEBSTER AVE,43.0,43.0
383,600-698 W BUCKINGHAM PL,44.0,44.0
2024,5400-5444 S CHRISTIANA AVE,14.0,14.0
1947,201-299 S HAMILTON AVE,27.0,27.0
56,1329-1329 W LOYOLA AVE,49.0,49.0
1997,7215-7237 S SPRINGFIELD AVE,13.0,13.0
2347,8200-8258 S WABASH AVE,6.0,6.0
1446,4020-4020 N DAMEN AVE,47.0,47.0
143,1700-1742 N BISSELL ST,43.0,43.0
120,5002-5030 W PENSACOLA AVE,45.0,45.0
397,4700-4754 W MONTANA ST,31.0,31.0
2105,1500-1598 W MONROE ST,28.0,28.0
157,2521-2579 S HILLOCK AVE,11.0,11.0
827,4200-4298 N SHERIDAN RD,46.0,46.0
37,3900-3930 W 52ND ST,23.0,23.0
721,5701-5743 N NATOMA AVE,41.0,41.0
1446,3904-4056 N WOLCOTT AVE,47.0,47.0
328,3800-3898 W 79TH PL,18.0,18.0
1548,7915-7945 S MOZART ST,18.0,18.0
383,3400-3498 N LAKEWOOD AVE,44.0,44.0
116,4413-4451 N KEYSTONE AVE,39.0,39.0
62,4615-4637 N LEAVITT ST,47.0,47.0
1446,3905-4057 N WOLCOTT AVE,47.0,47.0
195,835-835 E 84TH ST,8.0,8.0
56,1100-1148 W NORTH SHORE AVE,49.0,49.0
29,5517-5557 S NATOMA AVE,23.0,23.0
62,4601-4699 N HAMILTON AVE,47.0,47.0
143,2100-2148 N HUDSON AVE,43.0,43.0
143,900-962 W DICKENS AVE,43.0,43.0
383,3001-3199 N BROADWAY ,44.0,44.0
109,2244-2296 S BLUE ISLAND AVE,25.0,25.0
1802,1100-1150 W 90TH ST,21.0,21.0
2000,7014-7028 S SPRINGFIELD AVE,13.0,13.0
1055,720-796 W SCOTT ST,27.0,27.0
383,3500-3598 N RACINE AVE,44.0,44.0
383,800-898 W WOLFRAM ST,44.0,44.0
2041,2702-2722 W 25TH ST,12.0,12.0
1778,5200-5258 W 54TH ST,23.0,23.0
1932,3800-3824 W ROSCOE ST,30.0,30.0
383,3801-3899 N FREMONT ST,46.0,46.0
22,5400-5464 N NOTTINGHAM AVE,41.0,41.0
204,1100-1114 N MARSHFIELD AVE,1.0,1.0
143,1101-1157 W MONTANA ST,43.0,43.0
55,4704-4754 W ROSCOE ST,30.0,30.0
102,2100-2132 N DAMEN AVE,32.0,32.0
341,4801-4899 W HENDERSON ST,31.0,31.0
62,4600-4698 N HAMILTON AVE,47.0,47.0
362,1637-1655 N CICERO AVE,37.0,37.0
143,2433-2475 N LINCOLN AVE,43.0,43.0
488,11700-11758 S LAFAYETTE AVE,34.0,34.0
1446,1835-1845 W IRVING PARK RD,47.0,47.0
1454,2801-2869 W 21ST ST,12.0,12.0
348,1301-1399 N LARRABEE ST,27.0,27.0
341,4800-4898 W HENDERSON ST,31.0,31.0
827,4301-4399 N BROADWAY ,46.0,46.0
836,1-49 E 116TH ST,9.0,9.0
219,3101-3147 W CARMEN AVE,33.0,33.0
448,2450-2450 W GRANVILLE AVE,50.0,50.0
565,2701-2799 W 23RD PL,12.0,12.0
2046,4201-4247 W SCHOOL ST,30.0,30.0
19,1001-1059 S MASON AVE,29.0,29.0
519,7505-7555 S LUELLA AVE,7.0,7.0
125,1705-1745 W 102ND ST,19.0,19.0
1473,401-439 N ELIZABETH ST,27.0,27.0
1754,3500-3544 S MOZART ST,12.0,12.0
911,6900-6998 S PERRY AVE,6.0,6.0
1189,430-498 N KINGSBURY ST,42.0,42.0
161,1805-1837 W 104TH ST,19.0,19.0
2043,1701-1799 N LAWNDALE AVE,26.0,26.0
2000,7000-7012 S SPRINGFIELD AVE,13.0,13.0
270,1501-1559 N MONTICELLO AVE,26.0,26.0
19,700-798 N LONG AVE,37.0,37.0
42,7201-7259 S TROY ST,18.0,18.0
434,1600-1658 S HARDING AVE,24.0,24.0
877,1701-1751 N MONTICELLO AVE,26.0,26.0
266,3700-3758 W 83RD PL,18.0,18.0
142,200-236 W MENOMONEE ST,43.0,43.0
19,1500-1552 N MASON AVE,29.0,29.0
201,141-187 W ILLINOIS ST,42.0,42.0
489,4301-4359 W FLOURNOY ST,24.0,24.0
156,6515-6585 N WAUKESHA AVE,41.0,41.0
383,3800-3898 N SOUTHPORT AVE,44.0,44.0
201,1-139 W ILLINOIS ST,42.0,42.0
690,2601-2699 W LUTHER ST,12.0,12.0
383,2900-2998 N BROADWAY ,44.0,44.0
2054,2801-2825 N SAYRE AVE,36.0,36.0
383,900-998 W WELLINGTON AVE,44.0,44.0
141,2901-2909 N CENTRAL PARK AVE,35.0,35.0
1446,1844-1958 W IRVING PARK RD,47.0,47.0
30,7071-7133 W 57TH ST,23.0,23.0
34,4701-4799 S AVERS AVE,14.0,14.0
383,3000-3198 N BROADWAY ,44.0,44.0
1741,1755-1757 W BELLE PLAINE AVE,47.0,47.0
143,1632-1678 N BISSELL ST,43.0,43.0
2046,3301-3301 N KILDARE AVE,30.0,30.0
2043,1700-1798 N LAWNDALE AVE,26.0,26.0
2393,3914-3942 N PLAINFIELD AVE,38.0,38.0
1446,1901-1909 W IRVING PARK RD,47.0,47.0
151,2135-2145 S WESTERN AVE,25.0,25.0
56,1200-1214 W ALBION AVE,49.0,49.0
1446,4001-4057 N DAMEN AVE,47.0,47.0
159,9400-9444 S PARNELL AVE,21.0,21.0
120,4901-4941 W HUTCHINSON ST,45.0,45.0
681,1228-1248 W RACE AVE,1.0,1.0
395,1645-1669 S TROY ST,24.0,24.0
235,2416-2456 N RUTHERFORD AVE,36.0,36.0
1523,208-266 W 23RD PL,25.0,25.0
448,6301-6341 N FAIRFIELD AVE,50.0,50.0
383,1205-1247 W GEORGE ST,32.0,32.0
2213,5600-5698 S FAIRFIELD AVE,15.0,15.0
2216,6100-6198 N CAMPBELL AVE,40.0,40.0
1,3501-3559 W HOLLYWOOD AVE,39.0,39.0
1406,5301-5399 W FLETCHER ST,30.0,30.0
102,2116-2152 N POINT ST,1.0,1.0
143,914-962 W MONTANA ST,43.0,43.0
143,906-962 W MONTANA ST,43.0,43.0
143,911-961 W MONTANA ST,43.0,43.0
143,313-339 W WEBSTER AVE,43.0,43.0
56,6551-6591 N SHERIDAN RD,49.0,49.0
143,2031-2045 N ORLEANS ST,43.0,43.0
383,3100-3198 N SHEFFIELD AVE,44.0,44.0
143,913-961 W MONTANA ST,43.0,43.0
2216,6101-6199 N CAMPBELL AVE,40.0,40.0
2218,4700-4798 W HUTCHINSON ST,45.0,45.0
65,5703-5731 N HERMITAGE AVE,40.0,40.0
871,3800-3898 W 69TH PL,13.0,13.0
919,5900-5954 N ARTESIAN AVE,40.0,40.0
56,6801-6817 N SHERIDAN RD,49.0,49.0
494,3400-3470 N KEATING AVE,30.0,30.0
1463,2801-2899 N NAGLE AVE,36.0,36.0
635,3063-3141 N DAVLIN CT,30.0,30.0
1248,6600-6698 W SCHOOL ST,36.0,36.0
2212,5500-5598 S HERMITAGE AVE,15.0,15.0
2210,4401-4499 N LA CROSSE AVE,45.0,45.0
2215,6001-6099 N ROCKWELL ST,40.0,40.0
12,9401-9459 S HAMILTON AVE,19.0,19.0
146,4816-4858 N HARDING AVE,39.0,39.0
143,2215-2257 N HALSTED ST,43.0,43.0
275,304-310 E 113TH ST,9.0,9.0
77,8101-8199 S MAY ST,21.0,21.0
102,2513-2579 W LYNDALE ST,1.0,1.0
802,4301-4399 W SCHUBERT AVE,31.0,31.0
255,6200-6254 W BARRY AVE,36.0,36.0
2214,4700-4798 S WINCHESTER AVE,15.0,15.0
101,5101-5117 W GUNNISON ST,45.0,45.0
1591,3539-3557 S DEARBORN ST,3.0,3.0
1165,5700-5798 N OCTAVIA AVE,41.0,41.0
2218,4701-4799 W HUTCHINSON ST,45.0,45.0
143,2400-2446 N LINCOLN AVE,43.0,43.0
14,7300-7322 W TALCOTT AVE,41.0,41.0
1189,660-698 N SEDGWICK ST,42.0,42.0
383,3201-3299 N DAYTON ST,44.0,44.0
11,5500-5554 S NEVA AVE,23.0,23.0
142,300-358 W WISCONSIN ST,43.0,43.0
877,1700-1754 N MONTICELLO AVE,26.0,26.0
2053,4600-4658 W SHAKESPEARE AVE,36.0,36.0
2074,2212-2216 N MOODY AVE,36.0,36.0
2061,5401-5445 S SPRINGFIELD AVE,23.0,23.0
74,1401-1451 N ASTOR ST,43.0,43.0
2053,4601-4659 W SHAKESPEARE AVE,36.0,36.0
383,3500-3598 N LAKEWOOD AVE,44.0,44.0
387,5458-5500 N LINDER AVE,45.0,45.0
383,3501-3599 N SHEFFIELD AVE,44.0,44.0
168,1800-1898 W ERIE ST,1.0,1.0
1720,6001-6059 S KILPATRICK AVE,13.0,13.0
102,2700-2798 W ST GEORGES CT,1.0,1.0
383,901-999 W OAKDALE AVE,44.0,44.0
120,4816-4860 N NEWCASTLE AVE,41.0,41.0
674,7501-7599 S MICHIGAN AVE,6.0,6.0
2050,4801-4899 S KOLIN AVE,14.0,14.0
383,3800-3898 N LAKEWOOD AVE,44.0,44.0
49,5803-5857 N NAPOLEON AVE,41.0,41.0
34,3801-3899 W 48TH ST,14.0,14.0
143,900-998 W ARMITAGE AVE,43.0,43.0
383,400-498 W BRIAR PL,44.0,44.0
383,3301-3399 N CLARK ST,44.0,44.0
2074,2211-2215 N MOODY AVE,36.0,36.0
1433,1101-1199 E 62ND ST,20.0,20.0
889,4801-4899 W NELSON ST,31.0,31.0
1587,2234-2260 W ARTHUR AVE,50.0,50.0
2191,4401-4499 S MOZART ST,15.0,15.0
602,2400-2454 S ALBANY AVE,12.0,12.0
647,2501-2553 S HARDING AVE,22.0,22.0
143,2209-2255 N BISSELL ST,43.0,43.0
77,7700-7758 S ADA ST,17.0,17.0
76,5901-5903 W ARDMORE AVE,45.0,45.0
23,5201-5259 S SAWYER AVE,14.0,14.0
383,1501-1599 W ROSCOE ST,44.0,44.0
1740,2300-2358 N MERRIMAC AVE,36.0,36.0
2351,7914-7958 S CLYDE AVE,8.0,8.0
2052,1600-1698 N DRAKE AVE,26.0,26.0
440,3100-3148 N MASON AVE,30.0,30.0
233,3003-3059 N MANGO AVE,30.0,30.0
2064,5501-5553 W SCHOOL ST,30.0,30.0
157,2610-2628 S THROOP ST,11.0,11.0
23,5400-5446 S MILLARD AVE,23.0,23.0
1189,501-599 W CHICAGO AVE,42.0,42.0
1354,6800-6898 N OTTAWA AVE,41.0,41.0
1924,1912-1930 S MILLER ST,25.0,25.0
765,3435-3459 W CARMEN AVE,39.0,39.0
396,4401-4457 W MONTANA ST,31.0,31.0
960,2416-2458 W ADDISON ST,47.0,47.0
726,301-399 W SWANN ST,3.0,3.0
269,1000-1018 E 73RD ST,5.0,5.0
383,3201-3799 N ASHLAND AVE,44.0,44.0
2059,2100-2198 W 50TH PL,15.0,15.0
85,5940-5952 N MILWAUKEE AVE,45.0,45.0
2061,5400-5444 S SPRINGFIELD AVE,23.0,23.0
35,5400-5420 S MOBILE AVE,23.0,23.0
1740,2301-2359 N MERRIMAC AVE,36.0,36.0
102,2115-2151 N POINT ST,1.0,1.0
1803,6714-6758 S KENNETH AVE,13.0,13.0
143,2101-2149 N DAYTON ST,43.0,43.0
1974,1100-1150 E 90TH ST,8.0,8.0
1587,2235-2261 W ARTHUR AVE,50.0,50.0
22,7301-7357 W BRYN MAWR AVE,41.0,41.0
346,2001-2099 W FLETCHER ST,32.0,32.0
1,3401-3455 W BALMORAL AVE,39.0,39.0
1587,6501-6509 N CLAREMONT AVE,50.0,50.0
1784,8901-8999 S UNIVERSITY AVE,8.0,8.0
154,1600-1698 N HERMITAGE AVE,32.0,32.0
143,2502-2556 N HALSTED ST,43.0,43.0
65,5645-5657 N HERMITAGE AVE,40.0,40.0
2057,9600-9668 S VAN VLISSINGEN RD,7.0,7.0
1765,2501-2553 S TRUMBULL AVE,22.0,22.0
383,1201-1257 W WELLINGTON AVE,32.0,32.0
1055,1310-1344 N BURLING ST,27.0,27.0
102,2300-2398 W DICKENS AVE,32.0,32.0
64,8001-8043 S PERRY AVE,17.0,17.0
2057,9601-9669 S VAN VLISSINGEN RD,7.0,7.0
1447,901-999 W ERIE ST,27.0,27.0
383,3601-3699 N GREENVIEW AVE,44.0,44.0
143,2047-2057 N ORLEANS ST,43.0,43.0
827,4100-4198 N BROADWAY ,46.0,46.0
571,4550-4558 W 57TH ST,13.0,13.0
383,2801-2899 N RACINE AVE,44.0,44.0
2050,4800-4898 S KOLIN AVE,14.0,14.0
62,4803-4859 N WOLCOTT AVE,47.0,47.0
168,847-885 N PAULINA ST,1.0,1.0
2049,9501-9565 S CONSTANCE AVE,7.0,7.0
1974,1101-1149 E 90TH ST,8.0,8.0
143,2100-2170 N LINCOLN AVE,43.0,43.0
818,7801-7899 S CHAPPEL AVE,8.0,8.0
2056,2901-3057 S FARRELL ST,11.0,11.0
30,7070-7134 W 57TH ST,23.0,23.0
607,5900-5998 S KOSTNER AVE,13.0,13.0
109,2200-2268 W 23RD PL,25.0,25.0
